Age,Gender,Item Purchased,Category,Purchase Amount (USD),Country,Location,Size,Year,Review Rating,Promo Code Used,Previous Purchases,Payment Method,Discount value
54,Male,Skirt,Clothing,36,USA,Illinois,M,2023,2.6,No,nothing,Debit Card,
69,Female,Gloves,Accessories,62,USA,Pennsylvania,L,2023,3.6,No,nothing,Credit Card,
34,Female,Socks,Clothing,29,USA,Oklahoma,L,2023,3.4,No,5,Credit Card,
0,Male,T-shirt,Clothing,33,USA,Tennessee,L,2023,3.5,No,nothing,Cash,
34,Female,Blouse,Clothing,33,USA,New Jersey,L,2023,3.1,No,8,Debit Card,
58,Female,Blouse,Clothing,41,USA,New Jersey,M,2023,4.3,No,13,Cash,0
44,Male,Scarf,Accessories,54,USA,Tennessee,L,2023,5,Yes,nothing,Bank Transfer,10
25,Female,Backpack,Accessories,58,USA,Georgia,M,2023,4.9,Yes,39,Debit Card,10
27,M,Shorts,Clothing,30,USA,Arizona,S,2023,4.3,No,nothing,Bank Transfer,0
26,Male,Jewelry,Accessories,53,USA,Nevada,S,2023,4.4,No,nothing,Cash,0
18,Male,Gloves,Accessories,91,USA,Arkansas,L,2023,4.4,No,46,Cash,
64,,Hoodie,Clothing,44,USA,North Dakota,XL,2023,3.5,No,3,Cash,
62,Female,Hoodie,Clothing,89,USA,South Dakota,XL,2023,3.4,No,nothing,Credit Card,
59,Female,Skirt,Clothing,57,USA,North Carolina,L,2023,2.5,Yes,27,Bank Transfer,20
36,Male,Sunglasses,Accessories,57,USA,Hawaii,M,2023,3.4,No,nothing,Credit Card,
0,Female,Jewelry,Accessories,74,USA,New Hampshire,M,2023,2.6,No,nothing,Debit Card,0
39,Male,Jacket,Outerwear,30,USA,California,M,2023,4.6,No,nothing,Debit Card,0
28,Female,Dress,Clothing,20,USA,Delaware,L,2023,3.7,No,nothing,Cash,0
42,Male,Hoodie,Clothing,90,USA,Arizona,M,2023,2.5,Yes,nothing,Debit Card,10
31,Female,Jeans,Clothing,61,USA,Washington,L,2023,4.5,No,3,Debit Card,0
57,Male,Sandals,Footwear,51,USA,Nevada,M,2023,2.9,No,19,Debit Card,0
53,Male,Sunglasses,Accessories,97,USA,Alaska,L,2023,2.9,No,nothing,Debit Card,0
59,Female,Pants,Clothing,97,USA,Texas,L,2023,3.5,No,25,Debit Card,
32,Female,Shorts,Clothing,40,USA,New York,L,2023,4.2,No,42,Credit,0
65,Female,Jewelry,Accessories,85,USA,Iowa,S,2023,3.3,No,34,Cash,0
56,Female,Socks,Clothing,76,USA,Arizona,S,2023,3.9,No,nothing,Cash,
31,Female,Sandals,Footwear,22,USA,New Mexico,S,2023,5,No,nothing,Debit Card,
59,Female,Pants,Clothing,63,USA,North Carolina,M,2023,3.3,Yes,nothing,Bank Transfer,10
22,,T-shirt,Clothing,71,USA,Nevada,S,2023,4.2,No,nothing,Cash,
47,Female,Boots,Footwear,35,USA,Idaho,M,2023,4.9,No,nothing,Bank Transfer,0
23,Female,Backpack,Accessories,30,USA,Vermont,M,2023,4.6,No,24,Credit,0
69,Female,Skirt,Clothing,74,USA,New Mexico,L,2023,4.8,No,36,Credit Card,0
18,Female,Scarf,Accessories,71,USA,Georgia,XL,2023,2.7,No,19,Debit Card,
50,F,Sweater,Clothing,84,USA,Kentucky,S,2023,4.3,No,nothing,Credit Card,0
29,Female,Sandals,Footwear,38,USA,New York,S,2023,3.8,No,nothing,Debit Card,
65,Female,Jewelry,Accessories,81,USA,Arizona,M,2023,4.9,No,nothing,Debit Card,0
29,Male,Sweater,Clothing,56,USA,Colorado,S,2023,3.4,No,nothing,Credit Card,
49,Female,Skirt,Clothing,48,USA,Kentucky,M,2023,3.6,No,nothing,Cash,0
28,Male,Shorts,Clothing,97,USA,Alaska,L,2023,3.4,No,nothing,Credit Card,
51,Female,Backpack,Accessories,74,USA,Alabama,M,2023,4.7,No,nothing,Cash,0
26,Male,Hoodie,Clothing,50,USA,Connecticut,S,2023,3,No,nothing,Debit Card,0
38,Female,Skirt,Clothing,71,USA,Hawaii,L,2023,3.4,No,nothing,Cash,
35,Male,Skirt,Clothing,33,USA,Idaho,S,2023,4.6,No,33,Debit Card,0
34,Female,Backpack,Accessories,56,USA,Virginia,M,2023,3.1,Yes,nothing,Debit,50
51,Male,Blouse,Clothing,84,USA,Connecticut,M,2023,2.8,Yes,nothing,Cash,10
47,Male,Shirt,Clothing,36,USA,Michigan,M,2023,3.5,No,nothing,Debit Card,0
18,Male,Gloves,Accessories,63,USA,Kentucky,S,2023,4.6,No,nothing,Cash,0
64,Female,Sandals,Footwear,36,USA,Nebraska,XL,2023,4.3,No,nothing,Cash,
30,Male,Jacket,Outerwear,63,USA,Michigan,M,2023,4.8,No,nothing,Credit,0
59,Female,Sneakers,Footwear,32,USA,Utah,L,2023,2.9,No,44,Credit Card,0
66,Female,Backpack,Accessories,93,USA,New Mexico,M,2023,3,No,6,Cash,0
40,Male,Pants,Clothing,29,USA,Florida,M,2023,2.9,No,nothing,Cash,
0,M,Sunglasses,Accessories,92,USA,Mississippi,S,2023,3.7,No,nothing,Cash,0
59,Female,Jeans,Clothing,33,USA,Hawaii,L,2023,4.7,No,46,Debit Card,0
66,Female,Pants,Clothing,52,USA,North Carolina,L,2023,3.5,No,nothing,Cash,0
54,Female,Jewelry,Accessories,42,USA,Illinois,S,2023,2.7,No,nothing,Debit Card,0
0,Female,Hoodie,Clothing,36,USA,Maryland,M,2023,5,No,47,Credit Card,
48,F,Sandals,Footwear,67,USA,Montana,L,2023,4.1,No,28,Debit Card,0
34,Female,Jacket,Outerwear,43,USA,Michigan,L,2023,2.7,No,nothing,Bank Transfer,
19,Female,Blouse,Clothing,68,USA,North Carolina,XL,2023,4.8,No,45,Cash,
70,Female,Jewelry,Accessories,60,USA,Minnesota,S,2023,4.3,No,44,Credit,
43,,Socks,Clothing,53,USA,Delaware,M,2023,4.5,Yes,nothing,Bank Transfer,10
46,Female,Jeans,Clothing,23,USA,Kentucky,L,2023,3.8,Yes,nothing,Debit Card,10
66,Male,Gloves,Accessories,57,USA,Ohio,L,2023,3.7,Yes,nothing,Debit,10
50,Male,Hat,Accessories,89,USA,Alaska,L,2023,3.9,No,nothing,Debit,
55,,Shoes,Footwear,99,USA,Vermont,XL,2023,3.3,Yes,nothing,Credit Card,50
63,Male,Pants,Clothing,28,USA,Alabama,M,2023,3.4,Yes,nothing,Credit,10
32,Female,Socks,Clothing,53,USA,Wisconsin,L,2023,3.8,No,nothing,Cash,0
30,Male,Hoodie,Clothing,45,USA,Arkansas,M,2023,2.7,No,nothing,Cash,0
35,,Hoodie,Clothing,38,USA,Georgia,M,2023,2.9,No,nothing,Credit Card,0
0,Male,Pants,Clothing,49,USA,Louisiana,M,2023,4.5,No,nothing,Credit Card,0
59,Male,Shirt,Clothing,32,USA,New York,M,2023,2.6,Yes,nothing,Cash,10
54,Female,T-shirt,Clothing,37,USA,Connecticut,L,2023,3.1,Yes,nothing,Cash,10
0,Female,Dress,Clothing,80,USA,Nebraska,L,2023,4.7,No,12,Cash,
43,Male,Backpack,Accessories,78,USA,Arkansas,L,2023,4.6,No,26,Cash,0
33,Male,Gloves,Accessories,53,USA,Connecticut,L,2023,2.7,Yes,nothing,Bank Transfer,10
57,F,Shoes,Footwear,82,USA,Maryland,L,2023,4.6,No,nothing,Cash,
25,Female,Skirt,Clothing,33,USA,Colorado,XL,2023,4.8,No,3,Cash,0
26,Female,Gloves,Accessories,77,USA,Colorado,M,2023,4.2,No,nothing,Debit Card,
50,Female,Hoodie,Clothing,56,USA,Maine,M,2023,4.9,No,nothing,Cash,
70,Male,Socks,Clothing,37,USA,Oklahoma,M,2023,4.9,No,nothing,Credit Card,0
68,Female,Gloves,Accessories,54,USA,South Carolina,M,2023,4.5,No,nothing,Cash,0
39,,Shorts,Clothing,67,USA,Nevada,M,2023,2.7,No,nothing,Cash,0
46,F,Shoes,Footwear,90,USA,Colorado,M,2023,3.1,No,nothing,Credit Card,0
57,Male,Jeans,Clothing,72,USA,Massachusetts,L,2023,3.3,No,40,Credit Card,0
47,Male,Boots,Footwear,59,USA,Nevada,L,2023,2.6,Yes,nothing,Debit Card,10
40,Female,Hat,Accessories,45,USA,Iowa,M,2023,4.4,No,20,Credit,0
52,Female,Shorts,Clothing,30,USA,Michigan,L,2023,3.9,No,11,Credit Card,
40,Female,Pants,Clothing,51,USA,West Virginia,S,2023,4.6,No,50,Debit Card,0
67,,Sweater,Clothing,90,USA,Indiana,M,2023,4.9,No,25,Debit Card,0
67,Male,Jacket,Outerwear,95,USA,Indiana,XL,2023,3.7,No,nothing,Credit Card,0
0,Female,Dress,Clothing,81,USA,Georgia,L,2023,3.7,No,nothing,Debit Card,
67,Male,Shirt,Clothing,70,USA,Minnesota,S,2023,4.2,No,25,Credit Card,
64,Female,Dress,Clothing,32,USA,Louisiana,S,2023,3.5,No,nothing,Bank Transfer,
28,,Belt,Accessories,94,USA,Maryland,M,2023,2.9,Yes,nothing,Credit Card,10
0,Female,Hat,Accessories,29,USA,Pennsylvania,XL,2023,3.4,No,nothing,Debit Card,
54,Female,Backpack,Accessories,31,USA,Louisiana,M,2023,3.3,No,nothing,Cash,
24,Female,Skirt,Clothing,20,USA,Maryland,XL,2023,4.5,No,9,Debit Card,0
27,Female,Gloves,Accessories,44,USA,Tennessee,M,2023,4.6,No,2,Credit,
53,Male,Jacket,Outerwear,77,USA,Illinois,L,2023,2.9,No,nothing,Cash,
32,Female,Handbag,Accessories,51,USA,Wyoming,M,2023,3.2,No,43,Credit,
24,Male,Sandals,Footwear,49,USA,Florida,M,2023,2.6,No,nothing,Bank Transfer,0
0,,Sunglasses,Accessories,78,USA,Massachusetts,L,2023,3.8,No,nothing,Cash,
0,Female,Jeans,Clothing,98,USA,Tennessee,L,2023,2.8,Yes,nothing,Debit Card,10
51,Female,Sandals,Footwear,94,USA,Iowa,M,2023,4.4,Yes,25,Debit,10
69,F,Shoes,Footwear,91,USA,Michigan,L,2023,4.7,No,42,Credit,
41,Female,Sunglasses,Accessories,77,USA,Kansas,M,2023,2.7,No,nothing,Cash,
59,Female,Scarf,Accessories,97,USA,Georgia,M,2023,2.6,Yes,21,Debit Card,20
26,Female,Skirt,Clothing,58,USA,West Virginia,M,2023,3.4,No,26,Credit,
23,Female,Gloves,Accessories,97,USA,Tennessee,M,2023,3.9,No,6,Credit Card,
62,Female,Coat,Outerwear,48,USA,Arkansas,L,2023,3.4,No,nothing,Debit Card,0
69,Female,Belt,Accessories,23,USA,Vermont,XL,2023,3.4,No,4,Cash,0
0,Female,Pants,Clothing,79,USA,Virginia,M,2023,3.9,No,26,Bank Transfer,0
35,Female,Jewelry,Accessories,42,USA,Maryland,S,2023,4,No,nothing,Credit,
32,Female,Backpack,Accessories,95,USA,Connecticut,L,2023,3.4,No,nothing,Credit,0
46,Female,Sneakers,Footwear,29,USA,Missouri,M,2023,3.7,No,nothing,Debit Card,
33,Female,Hoodie,Clothing,98,USA,New Jersey,L,2023,4.9,No,nothing,Debit Card,0
32,,Blouse,Clothing,96,USA,Arkansas,S,2023,5,No,nothing,Cash,0
33,Female,Sunglasses,Accessories,66,USA,Nevada,M,2023,2.9,Yes,24,Credit Card,20
67,Male,Boots,Footwear,80,USA,Missouri,S,2023,3,No,29,Debit Card,0
67,Male,Sneakers,Footwear,27,USA,South Dakota,L,2023,3.3,Yes,nothing,Cash,10
42,Female,Backpack,Accessories,25,USA,Connecticut,M,2023,4.7,No,10,Debit Card,
20,Female,Pants,Clothing,45,USA,Vermont,M,2023,3.4,No,nothing,Cash,
39,Female,Socks,Clothing,89,USA,Tennessee,L,2023,4.6,Yes,nothing,Debit Card,10
26,Female,Belt,Accessories,27,USA,California,M,2023,3.6,No,nothing,Cash,
51,Male,Sunglasses,Accessories,90,USA,Wyoming,S,2023,2.6,No,nothing,Debit Card,
31,Male,Shirt,Clothing,65,USA,New York,M,2023,2.7,No,nothing,Cash,
68,Male,Sneakers,Footwear,72,USA,Maine,S,2023,3.1,No,nothing,Cash,
44,Male,Shoes,Footwear,70,USA,Georgia,L,2023,3.2,Yes,nothing,Cash,10
18,Female,Sandals,Footwear,82,USA,Tennessee,M,2023,3.4,No,nothing,Cash,0
58,Female,Scarf,Accessories,97,USA,New Mexico,S,2023,4.4,Yes,nothing,Credit Card,10
26,Female,Shirt,Clothing,25,USA,Virginia,M,2023,3.2,No,nothing,Cash,
57,Male,Skirt,Clothing,48,USA,Florida,M,2023,2.5,No,nothing,Cash,0
37,,Boots,Footwear,99,USA,Alabama,M,2023,3.8,No,nothing,Debit Card,0
24,Male,Sweater,Clothing,21,USA,Texas,M,2023,4.4,No,nothing,Debit Card,0
57,Female,Sandals,Footwear,94,USA,West Virginia,M,2023,3.7,Yes,nothing,Bank Transfer,20
48,,Jeans,Clothing,53,USA,Nevada,L,2023,3.2,Yes,nothing,Cash,50
39,Male,Backpack,Accessories,70,USA,Virginia,M,2023,4.9,No,nothing,Debit Card,0
51,F,Skirt,Clothing,26,USA,Wisconsin,L,2023,3.9,Yes,nothing,Cash,10
57,Female,Belt,Accessories,82,USA,Virginia,S,2023,4.5,No,8,Credit Card,0
53,Female,Shoes,Footwear,47,USA,Maine,S,2023,3.4,Yes,nothing,Debit Card,50
70,,Socks,Clothing,32,USA,Massachusetts,S,2023,4.1,No,nothing,Bank Transfer,0
60,Male,Backpack,Accessories,97,USA,Arkansas,S,2023,4.5,Yes,nothing,Bank Transfer,10
31,Female,Shirt,Clothing,68,USA,Idaho,S,2023,4.7,Yes,nothing,Cash,50
41,Male,Sweater,Clothing,23,USA,Pennsylvania,M,2023,4.8,No,nothing,Cash,
62,Male,Handbag,Accessories,33,USA,Maine,M,2023,4.4,No,nothing,Debit Card,
59,Female,Jewelry,Accessories,38,USA,Alabama,S,2023,4,No,16,Cash,0
46,Male,Socks,Clothing,68,USA,Idaho,S,2023,4.1,No,28,Cash,
62,Female,Socks,Clothing,23,USA,Arkansas,L,2023,3.7,Yes,39,Credit,10
42,Female,Shirt,Clothing,29,USA,Delaware,M,2023,3,No,43,Debit Card,
37,Male,Scarf,Accessories,35,USA,Maine,M,2023,3.6,No,45,Bank Transfer,0
50,Female,Shoes,Footwear,73,USA,Nebraska,S,2023,4.8,No,nothing,Credit Card,0
29,Female,Shoes,Footwear,84,USA,Ohio,XL,2023,3.7,No,10,Debit Card,0
25,,Scarf,Accessories,23,USA,Montana,M,2023,4.6,No,nothing,Debit,0
66,M,Sunglasses,Accessories,67,USA,New Mexico,S,2023,2.8,No,nothing,Credit Card,0
21,Female,Socks,Clothing,51,USA,North Carolina,L,2023,4,No,nothing,Credit Card,0
46,Female,Blouse,Clothing,36,USA,South Carolina,M,2023,4.2,No,nothing,Cash,0
57,Male,Jeans,Clothing,55,USA,Illinois,L,2023,3.6,Yes,nothing,Debit Card,20
61,Female,Shorts,Clothing,30,USA,Alabama,M,2023,2.9,Yes,nothing,Debit,50
53,Male,T-shirt,Clothing,70,USA,Oklahoma,S,2023,4.1,No,nothing,Bank Transfer,
37,Male,Blouse,Clothing,63,USA,Minnesota,S,2023,3.1,No,nothing,Cash,
39,Female,Belt,Accessories,87,USA,Illinois,S,2023,4.3,Yes,nothing,Debit Card,10
53,Female,Blouse,Clothing,70,USA,Arkansas,L,2023,4.4,Yes,nothing,Credit Card,10
35,Male,T-shirt,Clothing,51,USA,Minnesota,M,2023,3.1,Yes,nothing,Debit Card,10
69,Male,Jewelry,Accessories,25,USA,South Carolina,XL,2023,2.9,No,nothing,Debit Card,0
66,Female,Jacket,Outerwear,32,USA,New York,S,2023,3.2,No,14,Cash,
19,Female,Shoes,Footwear,52,USA,Alabama,M,2023,4,No,nothing,Debit Card,
47,Female,Gloves,Accessories,33,USA,New York,M,2023,2.7,No,nothing,Cash,0
49,Female,Jeans,Clothing,68,USA,Missouri,L,2023,3,No,nothing,Credit,
31,Female,Jewelry,Accessories,20,USA,Georgia,M,2023,4.4,Yes,nothing,Credit,10
39,Female,Pants,Clothing,32,USA,Oklahoma,M,2023,2.8,Yes,nothing,Cash,10
58,Female,Jewelry,Accessories,82,USA,Connecticut,M,2023,3.1,Yes,nothing,Cash,20
45,Female,Sneakers,Footwear,64,USA,Michigan,XL,2023,3.9,No,35,Bank Transfer,0
68,Female,Boots,Footwear,24,USA,Rhode Island,L,2023,2.7,Yes,nothing,Debit Card,10
35,Female,Hat,Accessories,96,USA,Mississippi,M,2023,3.4,No,10,Debit Card,
65,Female,T-shirt,Clothing,94,USA,Massachusetts,L,2023,3.8,No,nothing,Credit Card,0
45,Female,Backpack,Accessories,48,USA,New Hampshire,M,2023,3.7,No,nothing,Bank Transfer,
0,Female,Sunglasses,Accessories,60,USA,Wyoming,S,2023,4.5,No,nothing,Credit Card,0
65,Male,Sweater,Clothing,56,USA,New Jersey,XL,2023,2.9,No,nothing,Cash,0
28,Female,Handbag,Accessories,33,USA,Texas,M,2023,3.4,No,nothing,Bank Transfer,
55,Male,Backpack,Accessories,46,USA,Minnesota,L,2023,4.4,No,29,Cash,0
66,Female,Socks,Clothing,37,USA,South Dakota,L,2023,4.2,No,nothing,Cash,
29,Female,Shirt,Clothing,98,USA,Washington,M,2023,3.3,No,17,Bank Transfer,
56,Male,Shorts,Clothing,50,USA,California,XL,2023,3.7,No,50,Credit,
21,Female,Belt,Accessories,63,USA,Wisconsin,M,2023,3.2,Yes,23,Bank Transfer,50
32,Male,Sweater,Clothing,70,USA,Michigan,S,2023,2.6,No,22,Debit Card,
54,Female,Coat,Outerwear,63,USA,South Carolina,L,2023,2.8,No,nothing,Cash,
61,Female,Shorts,Clothing,86,USA,Indiana,M,2023,2.9,No,32,Cash,
31,Male,Shoes,Footwear,99,USA,Arkansas,M,2023,4,Yes,nothing,Bank Transfer,20
27,Male,Sneakers,Footwear,40,USA,Oregon,M,2023,2.9,No,nothing,Bank Transfer,0
64,Female,Sneakers,Footwear,92,USA,Illinois,M,2023,4.7,No,44,Debit Card,
60,Female,Pants,Clothing,21,USA,Maryland,XL,2023,3.1,Yes,nothing,Cash,20
70,Female,Jewelry,Accessories,81,USA,Vermont,XL,2023,3.9,Yes,44,Debit Card,10
36,,T-shirt,Clothing,82,USA,Texas,M,2023,3.4,Yes,3,Debit Card,20
56,Female,Jewelry,Accessories,88,USA,Nebraska,XL,2023,3.1,No,14,Cash,0
69,Female,Jacket,Outerwear,100,USA,South Carolina,S,2023,4.8,No,37,Cash,
39,Female,Backpack,Accessories,66,USA,Massachusetts,M,2023,3.9,No,nothing,Bank Transfer,
38,Female,Belt,Accessories,25,USA,Texas,S,2023,3.5,No,nothing,Cash,0
36,Female,Scarf,Accessories,53,USA,Florida,M,2023,3.1,Yes,44,Debit Card,10
46,Female,Sweater,Clothing,28,USA,South Carolina,S,2023,4.7,Yes,nothing,Debit Card,10
59,Male,Gloves,Accessories,23,USA,Florida,S,2023,4.6,Yes,nothing,Debit Card,10
0,Male,Scarf,Accessories,34,USA,Nebraska,L,2023,3.3,Yes,26,Bank Transfer,10
49,Male,Dress,Clothing,42,USA,Hawaii,M,2023,3.2,No,nothing,Debit Card,0
32,Female,Jeans,Clothing,24,USA,Montana,L,2023,3.1,No,nothing,Debit,0
29,,Sunglasses,Accessories,47,USA,South Dakota,S,2023,3.5,No,nothing,Debit Card,
24,Female,Coat,Outerwear,78,USA,Alabama,S,2023,4.3,No,48,Bank Transfer,
41,Male,Jeans,Clothing,89,USA,Arkansas,M,2023,2.9,Yes,nothing,Debit Card,10
41,Female,Scarf,Accessories,59,USA,Mississippi,L,2023,2.7,No,26,Credit Card,
32,Female,Blouse,Clothing,94,USA,Vermont,S,2023,4,No,43,Bank Transfer,
69,Female,Jeans,Clothing,49,USA,New York,M,2023,4.6,Yes,nothing,Debit Card,10
65,Female,Dress,Clothing,89,USA,North Dakota,L,2023,4.7,No,nothing,Cash,
54,Female,Hat,Accessories,91,USA,Wisconsin,M,2023,4.7,No,nothing,Credit Card,
39,Male,Sandals,Footwear,89,USA,California,L,2023,4,No,nothing,Debit Card,
37,Male,Jacket,Outerwear,57,USA,Maryland,L,2023,3.6,No,41,Credit Card,
51,Female,Socks,Clothing,71,USA,Massachusetts,S,2023,3.4,No,nothing,Debit Card,
26,,Jeans,Clothing,97,USA,Washington,XL,2023,3,No,24,Bank Transfer,
42,Female,Sandals,Footwear,45,USA,Minnesota,M,2023,2.6,No,27,Bank Transfer,
21,Female,Dress,Clothing,91,USA,Washington,M,2023,4.2,No,nothing,Debit Card,0
53,Female,Socks,Clothing,25,USA,South Carolina,M,2023,3.4,Yes,nothing,Debit Card,10
36,Male,Hoodie,Clothing,63,USA,New Mexico,M,2023,4,No,nothing,Bank Transfer,0
21,F,Dress,Clothing,52,USA,North Carolina,L,2023,4.7,Yes,nothing,Debit Card,10
33,Female,Sneakers,Footwear,43,USA,Iowa,S,2023,3.9,No,5,Credit Card,0
49,Male,T-shirt,Clothing,28,USA,Louisiana,M,2023,3.3,No,nothing,Debit Card,0
31,Male,T-shirt,Clothing,78,USA,Oklahoma,L,2023,2.9,No,nothing,Cash,0
68,Male,Sweater,Clothing,31,USA,Michigan,M,2023,4.4,No,36,Cash,
49,Male,Shirt,Clothing,23,USA,Oregon,M,2023,3.6,Yes,nothing,Bank Transfer,10
23,F,Hat,Accessories,25,USA,Idaho,M,2023,4.5,No,nothing,Cash,
30,Female,Pants,Clothing,86,USA,Indiana,S,2023,3.7,No,nothing,Debit Card,
53,Male,Shoes,Footwear,88,USA,New Mexico,M,2023,2.8,No,47,Debit Card,0
65,Female,Gloves,Accessories,35,USA,South Carolina,M,2023,4.5,No,nothing,Debit Card,0
60,Female,Jewelry,Accessories,34,USA,Vermont,M,2023,4.4,Yes,nothing,Credit Card,50
46,Female,Pants,Clothing,75,USA,Delaware,M,2023,3.3,No,nothing,Credit,
54,Male,Hoodie,Clothing,46,USA,North Dakota,XL,2023,4.2,No,4,Credit Card,
59,Female,Jewelry,Accessories,31,USA,California,L,2023,2.7,No,nothing,Debit Card,
52,Female,Socks,Clothing,93,USA,Montana,L,2023,3.9,No,36,Debit Card,
41,Male,Sunglasses,Accessories,85,USA,Missouri,XL,2023,2.6,Yes,15,Bank Transfer,50
43,Female,Belt,Accessories,68,USA,Tennessee,M,2023,4.5,Yes,nothing,Cash,10
63,,Dress,Clothing,40,USA,Virginia,M,2023,2.7,No,nothing,Debit,0
37,Female,Shirt,Clothing,51,USA,Vermont,M,2023,2.9,No,nothing,Debit Card,0
44,Female,Scarf,Accessories,85,USA,Rhode Island,M,2023,3.4,No,nothing,Bank Transfer,0
67,Female,Jacket,Outerwear,23,USA,Kansas,M,2023,2.9,No,nothing,Debit Card,
27,Female,Dress,Clothing,28,USA,Colorado,L,2023,3.8,No,nothing,Debit Card,0
60,Female,Socks,Clothing,44,USA,Georgia,M,2023,4.2,No,nothing,Debit Card,0
58,Female,Jewelry,Accessories,57,USA,Nebraska,M,2023,3.5,No,nothing,Debit Card,0
53,F,Scarf,Accessories,98,USA,Missouri,S,2023,3.1,No,nothing,Cash,
43,Female,Backpack,Accessories,68,USA,Alaska,M,2023,3.5,No,nothing,Bank Transfer,0
32,Female,Jacket,Outerwear,36,USA,Virginia,L,2023,4,No,42,Debit Card,
0,Male,Coat,Outerwear,71,USA,Nebraska,L,2023,3.7,Yes,nothing,Debit Card,20
47,Male,Skirt,Clothing,60,USA,Rhode Island,M,2023,4.2,No,22,Debit Card,0
57,Female,Coat,Outerwear,87,USA,New Hampshire,M,2023,4.8,Yes,nothing,Credit,10
63,Female,Shoes,Footwear,38,USA,Alabama,XL,2023,4.1,No,nothing,Credit Card,0
70,Female,Boots,Footwear,45,USA,North Carolina,M,2023,4.5,No,40,Debit Card,
62,Female,Coat,Outerwear,47,USA,New Mexico,L,2023,2.7,No,nothing,Cash,
40,,Skirt,Clothing,57,USA,Minnesota,L,2023,2.8,No,nothing,Credit,
0,F,Backpack,Accessories,68,USA,Arizona,L,2023,3.7,No,33,Credit Card,0
19,Female,Shorts,Clothing,52,USA,Montana,M,2023,3.6,No,nothing,Bank Transfer,
0,Female,Skirt,Clothing,87,USA,Vermont,M,2023,4.7,No,nothing,Debit Card,0
21,Female,Hat,Accessories,34,USA,Maine,M,2023,3.8,No,nothing,Bank Transfer,0
55,Female,Sandals,Footwear,41,USA,Virginia,XL,2023,2.9,No,nothing,Credit Card,
0,Female,Sunglasses,Accessories,94,USA,California,S,2023,4.6,No,nothing,Debit Card,0
47,Female,Sunglasses,Accessories,93,USA,New York,M,2023,2.8,No,25,Bank Transfer,0
27,Female,Socks,Clothing,51,USA,Indiana,XL,2023,4.6,Yes,nothing,Credit Card,10
67,Female,Sweater,Clothing,42,USA,Mississippi,M,2023,2.8,No,nothing,Debit Card,
40,F,Boots,Footwear,95,USA,New York,M,2023,3,Yes,nothing,Cash,20
53,F,Handbag,Accessories,90,USA,New Mexico,M,2023,3.7,No,nothing,Cash,
24,Female,Dress,Clothing,98,USA,Kentucky,M,2023,4.1,No,nothing,Debit,
47,Female,Hat,Accessories,39,USA,North Dakota,M,2023,4.3,No,21,Debit Card,0
53,Female,Sandals,Footwear,66,USA,Arkansas,L,2023,3.8,No,nothing,Debit Card,
47,Male,Shoes,Footwear,23,USA,Maryland,L,2023,3.7,Yes,nothing,Cash,10
38,Female,Skirt,Clothing,73,USA,Connecticut,S,2023,4.8,Yes,nothing,Cash,10
48,Male,Sunglasses,Accessories,23,USA,Utah,XL,2023,4.6,No,45,Cash,0
47,Female,Skirt,Clothing,43,USA,Missouri,S,2023,4.8,No,nothing,Cash,
19,Female,T-shirt,Clothing,45,USA,Nebraska,XL,2023,4.6,No,19,Cash,
38,Female,Sandals,Footwear,21,USA,Hawaii,L,2023,4,No,nothing,Bank Transfer,0
57,Female,Shirt,Clothing,40,USA,Illinois,M,2023,2.6,No,nothing,Cash,0
70,Female,Jeans,Clothing,58,USA,Vermont,L,2023,2.6,No,nothing,Debit Card,
38,Female,Shorts,Clothing,48,USA,New Jersey,L,2023,4.5,Yes,nothing,Bank Transfer,10
35,Female,Shirt,Clothing,94,USA,Kentucky,M,2023,4.2,Yes,nothing,Cash,50
46,Female,Scarf,Accessories,74,USA,Wyoming,M,2023,3.4,No,33,Cash,
32,,Handbag,Accessories,51,USA,Hawaii,L,2023,3.7,No,nothing,Cash,0
38,Female,Skirt,Clothing,83,USA,Missouri,M,2023,3.6,No,41,Debit Card,0
41,Female,Handbag,Accessories,68,USA,Mississippi,L,2023,4,No,nothing,Debit Card,0
19,Male,Gloves,Accessories,84,USA,Massachusetts,XL,2023,4.6,Yes,nothing,Bank Transfer,10
18,Female,Shirt,Clothing,58,USA,Louisiana,M,2023,3,No,nothing,Cash,0
45,Male,Blouse,Clothing,92,USA,West Virginia,L,2023,3.3,No,nothing,Cash,
23,Female,Dress,Clothing,69,USA,Washington,S,2023,3.8,No,5,Debit Card,0
60,Female,Shorts,Clothing,48,USA,Oregon,S,2023,2.7,No,nothing,Credit,
52,Male,Shoes,Footwear,60,USA,New York,L,2023,4.5,Yes,nothing,Bank Transfer,50
42,Female,Sandals,Footwear,20,USA,Iowa,S,2023,4.8,No,nothing,Debit,0
29,Female,Pants,Clothing,55,USA,Idaho,M,2023,4.2,Yes,nothing,Credit Card,10
31,Female,Jacket,Outerwear,88,USA,New Jersey,S,2023,3.5,No,50,Credit Card,0
30,Female,Skirt,Clothing,48,USA,Ohio,L,2023,4.9,Yes,nothing,Debit Card,20
23,Female,Handbag,Accessories,74,USA,Connecticut,M,2023,4.1,No,32,Cash,0
31,Male,Coat,Outerwear,42,USA,Florida,M,2023,2.9,No,nothing,Bank Transfer,0
40,Female,Sweater,Clothing,32,USA,South Carolina,M,2023,4,No,nothing,Debit Card,0
