Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Review Rating,Promo Code Used,Previous Purchases,Payment Method,Discount Value (%)
39,U,Shorts,Clothing,67,Nevada,M,2.7,No,0,Cash,0.0
46,F,Shoes,Footwear,90,Colorado,M,3.1,No,0,Credit Card,0.0
57,M,Jeans,Clothing,72,Massachusetts,L,3.3,No,40,Credit Card,0.0
47,M,Boots,Footwear,59,Nevada,L,2.6,Yes,0,Debit Card,10.0
40,F,Hat,Accessories,45,Iowa,M,4.4,No,20,Credit,0.0
52,F,Shorts,Clothing,30,Michigan,L,3.9,No,11,Credit Card,0.0
40,F,Pants,Clothing,51,West Virginia,S,4.6,No,50,Debit Card,0.0
67,U,Sweater,Clothing,90,Indiana,M,4.9,No,25,Debit Card,0.0
67,M,Jacket,Outerwear,95,Indiana,XL,3.7,No,0,Credit Card,0.0
67,M,Shirt,Clothing,70,Minnesota,S,4.2,No,25,Credit Card,0.0
64,F,Dress,Clothing,32,Louisiana,S,3.5,No,0,Bank Transfer,0.0
28,U,Belt,Accessories,94,Maryland,M,2.9,Yes,0,Credit Card,10.0
54,F,Backpack,Accessories,31,Louisiana,M,3.3,No,0,Cash,0.0
24,F,Skirt,Clothing,20,Maryland,XL,4.5,No,9,Debit Card,0.0
27,F,Gloves,Accessories,44,Tennessee,M,4.6,No,2,Credit,0.0
53,M,Jacket,Outerwear,77,Illinois,L,2.9,No,0,Cash,0.0
32,F,Handbag,Accessories,51,Wyoming,M,3.2,No,43,Credit,0.0
24,M,Sandals,Footwear,49,Florida,M,2.6,No,0,Bank Transfer,0.0
51,F,Sandals,Footwear,94,Iowa,M,4.4,Yes,25,Debit Card,10.0
69,F,Shoes,Footwear,91,Michigan,L,4.7,No,42,Credit,0.0
41,F,Sunglasses,Accessories,77,Kansas,M,2.7,No,0,Cash,0.0
59,F,Scarf,Accessories,97,Georgia,M,2.6,Yes,21,Debit Card,20.0
26,F,Skirt,Clothing,58,West Virginia,M,3.4,No,26,Credit,0.0
23,F,Gloves,Accessories,97,Tennessee,M,3.9,No,6,Credit Card,0.0
62,F,Coat,Outerwear,48,Arkansas,L,3.4,No,0,Debit Card,0.0
69,F,Belt,Accessories,23,Vermont,XL,3.4,No,4,Cash,0.0
35,F,Jewelry,Accessories,42,Maryland,S,4.0,No,0,Credit,0.0
32,F,Backpack,Accessories,95,Connecticut,L,3.4,No,0,Credit,0.0
46,F,Sneakers,Footwear,29,Missouri,M,3.7,No,0,Debit Card,0.0
33,F,Hoodie,Clothing,98,New Jersey,L,4.9,No,0,Debit Card,0.0
32,U,Blouse,Clothing,96,Arkansas,S,5.0,No,0,Cash,0.0
33,F,Sunglasses,Accessories,66,Nevada,M,2.9,Yes,24,Credit Card,20.0
67,M,Boots,Footwear,80,Missouri,S,3.0,No,29,Debit Card,0.0
67,M,Sneakers,Footwear,27,South Dakota,L,3.3,Yes,0,Cash,10.0
42,F,Backpack,Accessories,25,Connecticut,M,4.7,No,10,Debit Card,0.0
20,F,Pants,Clothing,45,Vermont,M,3.4,No,0,Cash,0.0
39,F,Socks,Clothing,89,Tennessee,L,4.6,Yes,0,Debit Card,10.0
26,F,Belt,Accessories,27,California,M,3.6,No,0,Cash,0.0
51,M,Sunglasses,Accessories,90,Wyoming,S,2.6,No,0,Debit Card,0.0
31,M,Shirt,Clothing,65,New York,M,2.7,No,0,Cash,0.0
68,M,Sneakers,Footwear,72,Maine,S,3.1,No,0,Cash,0.0
44,M,Shoes,Footwear,70,Georgia,L,3.2,Yes,0,Cash,10.0
18,F,Sandals,Footwear,82,Tennessee,M,3.4,No,0,Cash,0.0
58,F,Scarf,Accessories,97,New Mexico,S,4.4,Yes,0,Credit Card,10.0
26,F,Shirt,Clothing,25,Virginia,M,3.2,No,0,Cash,0.0
57,M,Skirt,Clothing,48,Florida,M,2.5,No,0,Cash,0.0
37,U,Boots,Footwear,99,Alabama,M,3.8,No,0,Debit Card,0.0
24,M,Sweater,Clothing,21,Texas,M,4.4,No,0,Debit Card,0.0
57,F,Sandals,Footwear,94,West Virginia,M,3.7,Yes,0,Bank Transfer,20.0
48,U,Jeans,Clothing,53,Nevada,L,3.2,Yes,0,Cash,50.0
39,M,Backpack,Accessories,70,Virginia,M,4.9,No,0,Debit Card,0.0
51,F,Skirt,Clothing,26,Wisconsin,L,3.9,Yes,0,Cash,10.0
57,F,Belt,Accessories,82,Virginia,S,4.5,No,8,Credit Card,0.0
53,F,Shoes,Footwear,47,Maine,S,3.4,Yes,0,Debit Card,50.0
70,U,Socks,Clothing,32,Massachusetts,S,4.1,No,0,Bank Transfer,0.0
60,M,Backpack,Accessories,97,Arkansas,S,4.5,Yes,0,Bank Transfer,10.0
31,F,Shirt,Clothing,68,Idaho,S,4.7,Yes,0,Cash,50.0
41,M,Sweater,Clothing,23,Pennsylvania,M,4.8,No,0,Cash,0.0
62,M,Handbag,Accessories,33,Maine,M,4.4,No,0,Debit Card,0.0
59,F,Jewelry,Accessories,38,Alabama,S,4.0,No,16,Cash,0.0
46,M,Socks,Clothing,68,Idaho,S,4.1,No,28,Cash,0.0
62,F,Socks,Clothing,23,Arkansas,L,3.7,Yes,39,Credit,10.0
42,F,Shirt,Clothing,29,Delaware,M,3.0,No,43,Debit Card,0.0
37,M,Scarf,Accessories,35,Maine,M,3.6,No,45,Bank Transfer,0.0
50,F,Shoes,Footwear,73,Nebraska,S,4.8,No,0,Credit Card,0.0
29,F,Shoes,Footwear,84,Ohio,XL,3.7,No,10,Debit Card,0.0
25,U,Scarf,Accessories,23,Montana,M,4.6,No,0,Debit Card,0.0
66,M,Sunglasses,Accessories,67,New Mexico,S,2.8,No,0,Credit Card,0.0
21,F,Socks,Clothing,51,North Carolina,L,4.0,No,0,Credit Card,0.0
46,F,Blouse,Clothing,36,South Carolina,M,4.2,No,0,Cash,0.0
57,M,Jeans,Clothing,55,Illinois,L,3.6,Yes,0,Debit Card,20.0
61,F,Shorts,Clothing,30,Alabama,M,2.9,Yes,0,Debit Card,50.0
53,M,T-shirt,Clothing,70,Oklahoma,S,4.1,No,0,Bank Transfer,0.0
37,M,Blouse,Clothing,63,Minnesota,S,3.1,No,0,Cash,0.0
39,F,Belt,Accessories,87,Illinois,S,4.3,Yes,0,Debit Card,10.0
53,F,Blouse,Clothing,70,Arkansas,L,4.4,Yes,0,Credit Card,10.0
35,M,T-shirt,Clothing,51,Minnesota,M,3.1,Yes,0,Debit Card,10.0
69,M,Jewelry,Accessories,25,South Carolina,XL,2.9,No,0,Debit Card,0.0
66,F,Jacket,Outerwear,32,New York,S,3.2,No,14,Cash,0.0
19,F,Shoes,Footwear,52,Alabama,M,4.0,No,0,Debit Card,0.0
47,F,Gloves,Accessories,33,New York,M,2.7,No,0,Cash,0.0
49,F,Jeans,Clothing,68,Missouri,L,3.0,No,0,Credit,0.0
31,F,Jewelry,Accessories,20,Georgia,M,4.4,Yes,0,Credit,10.0
39,F,Pants,Clothing,32,Oklahoma,M,2.8,Yes,0,Cash,10.0
58,F,Jewelry,Accessories,82,Connecticut,M,3.1,Yes,0,Cash,20.0
45,F,Sneakers,Footwear,64,Michigan,XL,3.9,No,35,Bank Transfer,0.0
68,F,Boots,Footwear,24,Rhode Island,L,2.7,Yes,0,Debit Card,10.0
35,F,Hat,Accessories,96,Mississippi,M,3.4,No,10,Debit Card,0.0
65,F,T-shirt,Clothing,94,Massachusetts,L,3.8,No,0,Credit Card,0.0
45,F,Backpack,Accessories,48,New Hampshire,M,3.7,No,0,Bank Transfer,0.0
65,M,Sweater,Clothing,56,New Jersey,XL,2.9,No,0,Cash,0.0
28,F,Handbag,Accessories,33,Texas,M,3.4,No,0,Bank Transfer,0.0
55,M,Backpack,Accessories,46,Minnesota,L,4.4,No,29,Cash,0.0
66,F,Socks,Clothing,37,South Dakota,L,4.2,No,0,Cash,0.0
29,F,Shirt,Clothing,98,Washington,M,3.3,No,17,Bank Transfer,0.0
56,M,Shorts,Clothing,50,California,XL,3.7,No,50,Credit,0.0
21,F,Belt,Accessories,63,Wisconsin,M,3.2,Yes,23,Bank Transfer,50.0
32,M,Sweater,Clothing,70,Michigan,S,2.6,No,22,Debit Card,0.0
54,F,Coat,Outerwear,63,South Carolina,L,2.8,No,0,Cash,0.0
61,F,Shorts,Clothing,86,Indiana,M,2.9,No,32,Cash,0.0
31,M,Shoes,Footwear,99,Arkansas,M,4.0,Yes,0,Bank Transfer,20.0
27,M,Sneakers,Footwear,40,Oregon,M,2.9,No,0,Bank Transfer,0.0
64,F,Sneakers,Footwear,92,Illinois,M,4.7,No,44,Debit Card,0.0
60,F,Pants,Clothing,21,Maryland,XL,3.1,Yes,0,Cash,20.0
70,F,Jewelry,Accessories,81,Vermont,XL,3.9,Yes,44,Debit Card,10.0
36,U,T-shirt,Clothing,82,Texas,M,3.4,Yes,3,Debit Card,20.0
56,F,Jewelry,Accessories,88,Nebraska,XL,3.1,No,14,Cash,0.0
69,F,Jacket,Outerwear,100,South Carolina,S,4.8,No,37,Cash,0.0
39,F,Backpack,Accessories,66,Massachusetts,M,3.9,No,0,Bank Transfer,0.0
38,F,Belt,Accessories,25,Texas,S,3.5,No,0,Cash,0.0
36,F,Scarf,Accessories,53,Florida,M,3.1,Yes,44,Debit Card,10.0
46,F,Sweater,Clothing,28,South Carolina,S,4.7,Yes,0,Debit Card,10.0
59,M,Gloves,Accessories,23,Florida,S,4.6,Yes,0,Debit Card,10.0
49,M,Dress,Clothing,42,Hawaii,M,3.2,No,0,Debit Card,0.0
32,F,Jeans,Clothing,24,Montana,L,3.1,No,0,Debit Card,0.0
29,U,Sunglasses,Accessories,47,South Dakota,S,3.5,No,0,Debit Card,0.0
24,F,Coat,Outerwear,78,Alabama,S,4.3,No,48,Bank Transfer,0.0
41,M,Jeans,Clothing,89,Arkansas,M,2.9,Yes,0,Debit Card,10.0
41,F,Scarf,Accessories,59,Mississippi,L,2.7,No,26,Credit Card,0.0
32,F,Blouse,Clothing,94,Vermont,S,4.0,No,43,Bank Transfer,0.0
69,F,Jeans,Clothing,49,New York,M,4.6,Yes,0,Debit Card,10.0
65,F,Dress,Clothing,89,North Dakota,L,4.7,No,0,Cash,0.0
54,F,Hat,Accessories,91,Wisconsin,M,4.7,No,0,Credit Card,0.0
39,M,Sandals,Footwear,89,California,L,4.0,No,0,Debit Card,0.0
37,M,Jacket,Outerwear,57,Maryland,L,3.6,No,41,Credit Card,0.0
51,F,Socks,Clothing,71,Massachusetts,S,3.4,No,0,Debit Card,0.0
26,U,Jeans,Clothing,97,Washington,XL,3.0,No,24,Bank Transfer,0.0
42,F,Sandals,Footwear,45,Minnesota,M,2.6,No,27,Bank Transfer,0.0
21,F,Dress,Clothing,91,Washington,M,4.2,No,0,Debit Card,0.0
53,F,Socks,Clothing,25,South Carolina,M,3.4,Yes,0,Debit Card,10.0
36,M,Hoodie,Clothing,63,New Mexico,M,4.0,No,0,Bank Transfer,0.0
21,F,Dress,Clothing,52,North Carolina,L,4.7,Yes,0,Debit Card,10.0
33,F,Sneakers,Footwear,43,Iowa,S,3.9,No,5,Credit Card,0.0
49,M,T-shirt,Clothing,28,Louisiana,M,3.3,No,0,Debit Card,0.0
31,M,T-shirt,Clothing,78,Oklahoma,L,2.9,No,0,Cash,0.0
68,M,Sweater,Clothing,31,Michigan,M,4.4,No,36,Cash,0.0
49,M,Shirt,Clothing,23,Oregon,M,3.6,Yes,0,Bank Transfer,10.0
23,F,Hat,Accessories,25,Idaho,M,4.5,No,0,Cash,0.0
30,F,Pants,Clothing,86,Indiana,S,3.7,No,0,Debit Card,0.0
53,M,Shoes,Footwear,88,New Mexico,M,2.8,No,47,Debit Card,0.0
65,F,Gloves,Accessories,35,South Carolina,M,4.5,No,0,Debit Card,0.0
60,F,Jewelry,Accessories,34,Vermont,M,4.4,Yes,0,Credit Card,50.0
46,F,Pants,Clothing,75,Delaware,M,3.3,No,0,Credit,0.0
54,M,Hoodie,Clothing,46,North Dakota,XL,4.2,No,4,Credit Card,0.0
59,F,Jewelry,Accessories,31,California,L,2.7,No,0,Debit Card,0.0
52,F,Socks,Clothing,93,Montana,L,3.9,No,36,Debit Card,0.0
41,M,Sunglasses,Accessories,85,Missouri,XL,2.6,Yes,15,Bank Transfer,50.0
43,F,Belt,Accessories,68,Tennessee,M,4.5,Yes,0,Cash,10.0
63,U,Dress,Clothing,40,Virginia,M,2.7,No,0,Debit Card,0.0
37,F,Shirt,Clothing,51,Vermont,M,2.9,No,0,Debit Card,0.0
44,F,Scarf,Accessories,85,Rhode Island,M,3.4,No,0,Bank Transfer,0.0
67,F,Jacket,Outerwear,23,Kansas,M,2.9,No,0,Debit Card,0.0
27,F,Dress,Clothing,28,Colorado,L,3.8,No,0,Debit Card,0.0
60,F,Socks,Clothing,44,Georgia,M,4.2,No,0,Debit Card,0.0
58,F,Jewelry,Accessories,57,Nebraska,M,3.5,No,0,Debit Card,0.0
53,F,Scarf,Accessories,98,Missouri,S,3.1,No,0,Cash,0.0
43,F,Backpack,Accessories,68,Alaska,M,3.5,No,0,Bank Transfer,0.0
32,F,Jacket,Outerwear,36,Virginia,L,4.0,No,42,Debit Card,0.0
47,M,Skirt,Clothing,60,Rhode Island,M,4.2,No,22,Debit Card,0.0
57,F,Coat,Outerwear,87,New Hampshire,M,4.8,Yes,0,Credit,10.0
63,F,Shoes,Footwear,38,Alabama,XL,4.1,No,0,Credit Card,0.0
70,F,Boots,Footwear,45,North Carolina,M,4.5,No,40,Debit Card,0.0
62,F,Coat,Outerwear,47,New Mexico,L,2.7,No,0,Cash,0.0
40,U,Skirt,Clothing,57,Minnesota,L,2.8,No,0,Credit,0.0
19,F,Shorts,Clothing,52,Montana,M,3.6,No,0,Bank Transfer,0.0
21,F,Hat,Accessories,34,Maine,M,3.8,No,0,Bank Transfer,0.0
55,F,Sandals,Footwear,41,Virginia,XL,2.9,No,0,Credit Card,0.0
47,F,Sunglasses,Accessories,93,New York,M,2.8,No,25,Bank Transfer,0.0
27,F,Socks,Clothing,51,Indiana,XL,4.6,Yes,0,Credit Card,10.0
67,F,Sweater,Clothing,42,Mississippi,M,2.8,No,0,Debit Card,0.0
40,F,Boots,Footwear,95,New York,M,3.0,Yes,0,Cash,20.0
53,F,Handbag,Accessories,90,New Mexico,M,3.7,No,0,Cash,0.0
24,F,Dress,Clothing,98,Kentucky,M,4.1,No,0,Debit Card,0.0
47,F,Hat,Accessories,39,North Dakota,M,4.3,No,21,Debit Card,0.0
53,F,Sandals,Footwear,66,Arkansas,L,3.8,No,0,Debit Card,0.0
47,M,Shoes,Footwear,23,Maryland,L,3.7,Yes,0,Cash,10.0
38,F,Skirt,Clothing,73,Connecticut,S,4.8,Yes,0,Cash,10.0
48,M,Sunglasses,Accessories,23,Utah,XL,4.6,No,45,Cash,0.0
47,F,Skirt,Clothing,43,Missouri,S,4.8,No,0,Cash,0.0
19,F,T-shirt,Clothing,45,Nebraska,XL,4.6,No,19,Cash,0.0
38,F,Sandals,Footwear,21,Hawaii,L,4.0,No,0,Bank Transfer,0.0
57,F,Shirt,Clothing,40,Illinois,M,2.6,No,0,Cash,0.0
70,F,Jeans,Clothing,58,Vermont,L,2.6,No,0,Debit Card,0.0
38,F,Shorts,Clothing,48,New Jersey,L,4.5,Yes,0,Bank Transfer,10.0
35,F,Shirt,Clothing,94,Kentucky,M,4.2,Yes,0,Cash,50.0
46,F,Scarf,Accessories,74,Wyoming,M,3.4,No,33,Cash,0.0
32,U,Handbag,Accessories,51,Hawaii,L,3.7,No,0,Cash,0.0
38,F,Skirt,Clothing,83,Missouri,M,3.6,No,41,Debit Card,0.0
41,F,Handbag,Accessories,68,Mississippi,L,4.0,No,0,Debit Card,0.0
19,M,Gloves,Accessories,84,Massachusetts,XL,4.6,Yes,0,Bank Transfer,10.0
18,F,Shirt,Clothing,58,Louisiana,M,3.0,No,0,Cash,0.0
45,M,Blouse,Clothing,92,West Virginia,L,3.3,No,0,Cash,0.0
23,F,Dress,Clothing,69,Washington,S,3.8,No,5,Debit Card,0.0
60,F,Shorts,Clothing,48,Oregon,S,2.7,No,0,Credit,0.0
52,M,Shoes,Footwear,60,New York,L,4.5,Yes,0,Bank Transfer,50.0
42,F,Sandals,Footwear,20,Iowa,S,4.8,No,0,Debit Card,0.0
29,F,Pants,Clothing,55,Idaho,M,4.2,Yes,0,Credit Card,10.0
31,F,Jacket,Outerwear,88,New Jersey,S,3.5,No,50,Credit Card,0.0
30,F,Skirt,Clothing,48,Ohio,L,4.9,Yes,0,Debit Card,20.0
23,F,Handbag,Accessories,74,Connecticut,M,4.1,No,32,Cash,0.0
31,M,Coat,Outerwear,42,Florida,M,2.9,No,0,Bank Transfer,0.0
40,F,Sweater,Clothing,32,South Carolina,M,4.0,No,0,Debit Card,0.0
39,F,Shorts,Clothing,98,Missouri,M,4.6,No,0,Cash,0.0
28,F,Skirt,Clothing,89,Rhode Island,S,2.8,No,0,Cash,0.0
68,F,Dress,Clothing,50,Nebraska,M,3.3,Yes,0,Credit Card,10.0
24,M,Belt,Accessories,91,Vermont,S,3.4,No,0,Debit Card,0.0
24,M,Gloves,Accessories,93,Montana,XL,3.0,Yes,9,Cash,10.0
21,F,Jewelry,Accessories,98,Florida,M,4.7,Yes,0,Debit Card,10.0
49,F,Socks,Clothing,82,Delaware,L,2.9,Yes,0,Credit,10.0
41,F,Coat,Outerwear,37,Connecticut,M,4.1,No,0,Cash,0.0
22,F,Handbag,Accessories,63,Hawaii,M,3.2,No,0,Bank Transfer,0.0
42,F,Blouse,Clothing,99,New Mexico,M,2.7,No,0,Debit Card,0.0
30,M,Shorts,Clothing,37,Kansas,M,4.7,Yes,2,Cash,10.0
38,F,Shoes,Footwear,34,Nevada,S,3.2,No,16,Cash,0.0
40,U,Shorts,Clothing,32,North Carolina,M,2.5,Yes,0,Debit Card,20.0
55,M,Sandals,Footwear,23,New Mexico,XL,4.3,No,0,Debit Card,0.0
37,F,Blouse,Clothing,78,Idaho,M,4.4,Yes,20,Cash,20.0
41,M,Coat,Outerwear,54,California,M,4.7,No,0,Credit Card,0.0
38,F,Blouse,Clothing,94,Wisconsin,XL,4.0,No,0,Credit Card,0.0
42,F,Belt,Accessories,75,Alaska,S,4.6,No,0,Credit Card,0.0
26,F,Blouse,Clothing,69,Pennsylvania,S,3.8,No,0,Cash,0.0
41,M,Scarf,Accessories,35,Virginia,L,3.2,No,0,Credit Card,0.0
27,F,Shirt,Clothing,78,California,L,5.0,No,0,Cash,0.0
61,F,Socks,Clothing,29,Kentucky,M,3.5,No,0,Bank Transfer,0.0
58,M,Jeans,Clothing,62,New York,M,3.7,No,0,Cash,0.0
25,F,Dress,Clothing,58,Vermont,M,4.8,No,0,Credit,0.0
33,F,Boots,Footwear,88,Pennsylvania,M,3.7,No,40,Debit Card,0.0
57,F,Scarf,Accessories,80,New York,L,3.5,No,0,Debit Card,0.0
39,F,Scarf,Accessories,47,North Carolina,M,4.9,No,0,Debit Card,0.0
60,M,Gloves,Accessories,51,Wyoming,L,4.7,Yes,0,Debit Card,10.0
39,F,Pants,Clothing,25,Ohio,L,4.9,No,0,Debit Card,0.0
42,F,Dress,Clothing,36,Alabama,M,4.3,Yes,0,Credit Card,50.0
53,F,Dress,Clothing,79,Rhode Island,M,3.1,No,32,Cash,0.0
20,M,Jeans,Clothing,41,Oregon,S,3.4,No,6,Debit Card,0.0
46,F,Sweater,Clothing,68,North Dakota,XL,2.7,No,0,Cash,0.0
28,F,Scarf,Accessories,46,Colorado,XL,2.7,No,0,Cash,0.0
42,M,Sandals,Footwear,20,Utah,XL,4.5,No,44,Bank Transfer,0.0
30,F,Sunglasses,Accessories,25,Virginia,M,3.1,No,0,Debit Card,0.0
50,M,Sweater,Clothing,89,Maine,L,3.2,No,0,Debit Card,0.0
59,M,Pants,Clothing,77,Nebraska,M,3.3,Yes,0,Bank Transfer,10.0
54,F,Hat,Accessories,94,Hawaii,M,2.9,No,18,Debit Card,0.0
25,F,Sandals,Footwear,96,West Virginia,M,2.7,No,0,Credit Card,0.0
41,M,Pants,Clothing,36,Vermont,XL,4.0,No,0,Debit Card,0.0
35,M,Jewelry,Accessories,27,Indiana,XL,2.6,No,0,Bank Transfer,0.0
67,F,Sunglasses,Accessories,67,Idaho,M,3.5,No,0,Debit Card,0.0
33,M,Blouse,Clothing,91,Minnesota,S,2.8,No,16,Bank Transfer,0.0
19,F,Belt,Accessories,62,Wyoming,XL,4.5,Yes,47,Cash,10.0
25,M,Shorts,Clothing,88,Kansas,XL,3.0,Yes,0,Credit Card,10.0
32,M,Pants,Clothing,66,Georgia,M,4.4,No,0,Credit Card,0.0
30,F,Sandals,Footwear,65,Kansas,M,4.7,No,0,Credit,0.0
18,M,Gloves,Accessories,25,Nebraska,L,4.3,Yes,38,Cash,10.0
38,F,Belt,Accessories,64,Washington,S,4.8,No,0,Credit Card,0.0
54,F,Gloves,Accessories,50,Kansas,M,3.7,No,0,Credit Card,0.0
70,F,Pants,Clothing,97,Minnesota,M,3.9,No,0,Debit Card,0.0
52,F,Sneakers,Footwear,36,Colorado,S,3.8,No,0,Debit Card,0.0
34,F,Jacket,Outerwear,49,Utah,M,4.1,No,1,Credit Card,0.0
65,F,Shoes,Footwear,64,North Carolina,L,4.0,No,14,Cash,0.0
38,F,Blouse,Clothing,31,Florida,XL,4.5,No,0,Credit Card,0.0
23,F,T-shirt,Clothing,88,Louisiana,M,2.7,Yes,0,Debit Card,10.0
45,F,Sandals,Footwear,34,Alabama,S,3.8,Yes,31,Debit Card,20.0
40,M,Sneakers,Footwear,84,Florida,L,3.8,No,0,Debit Card,0.0
42,M,Jewelry,Accessories,96,Alabama,L,3.8,No,0,Credit Card,0.0
57,M,Sandals,Footwear,71,California,L,4.3,Yes,18,Debit Card,50.0
18,M,Jacket,Outerwear,77,Maryland,M,3.5,No,0,Bank Transfer,0.0
18,F,Skirt,Clothing,66,Nevada,M,3.8,Yes,0,Credit Card,10.0
56,F,Shirt,Clothing,21,Massachusetts,M,3.7,No,13,Debit Card,0.0
35,F,Shorts,Clothing,37,South Carolina,M,4.8,Yes,0,Cash,10.0
49,M,Socks,Clothing,90,Delaware,L,4.9,No,0,Cash,0.0
49,M,Jacket,Outerwear,96,Hawaii,M,4.3,No,0,Debit Card,0.0
34,M,Jewelry,Accessories,37,Florida,L,4.4,No,0,Debit Card,0.0
63,U,T-shirt,Clothing,66,Rhode Island,M,3.4,No,19,Credit,0.0
42,F,Gloves,Accessories,45,Wyoming,XL,4.3,No,0,Debit Card,0.0
41,M,Shoes,Footwear,89,Colorado,L,4.6,Yes,0,Credit Card,10.0
26,M,Shoes,Footwear,94,Virginia,L,3.8,Yes,0,Debit Card,10.0
48,F,Shoes,Footwear,96,Nebraska,S,3.9,Yes,0,Bank Transfer,10.0
62,F,Hoodie,Clothing,31,Oklahoma,M,2.6,No,22,Debit Card,0.0
24,M,Belt,Accessories,79,North Dakota,M,4.2,No,0,Cash,0.0
48,M,Coat,Outerwear,39,Michigan,L,4.6,No,42,Bank Transfer,0.0
31,F,Blouse,Clothing,22,California,M,5.0,No,0,Credit Card,0.0
41,F,Skirt,Clothing,32,Tennessee,L,4.2,No,0,Bank Transfer,0.0
24,F,T-shirt,Clothing,71,Ohio,L,4.3,No,0,Credit Card,0.0
60,F,Jeans,Clothing,96,Florida,XL,3.3,No,0,Cash,0.0
38,F,Scarf,Accessories,82,Missouri,M,4.9,No,16,Cash,0.0
58,F,Backpack,Accessories,76,South Carolina,L,4.4,Yes,0,Bank Transfer,10.0
53,M,Backpack,Accessories,22,Arizona,M,3.1,Yes,0,Debit Card,20.0
44,F,Scarf,Accessories,40,Indiana,XL,3.5,No,0,Cash,0.0
51,F,Hat,Accessories,92,North Dakota,M,3.9,Yes,0,Credit,10.0
36,F,Coat,Outerwear,94,Montana,XL,3.9,No,10,Credit,0.0
20,F,Dress,Clothing,44,Missouri,M,4.3,No,32,Debit Card,0.0
66,F,Sweater,Clothing,26,Georgia,L,2.7,Yes,15,Bank Transfer,50.0
49,F,Skirt,Clothing,38,Kentucky,M,4.4,No,0,Credit Card,0.0
27,M,Blouse,Clothing,72,Georgia,L,3.5,No,0,Debit Card,0.0
29,F,Dress,Clothing,99,Alaska,M,3.4,No,49,Cash,0.0
29,F,Jacket,Outerwear,38,Maine,L,4.0,No,0,Cash,0.0
55,F,Coat,Outerwear,96,New Mexico,L,4.8,Yes,13,Debit Card,10.0
57,M,Dress,Clothing,27,New York,L,4.5,No,38,Cash,0.0
31,F,Jeans,Clothing,82,Wyoming,L,4.1,Yes,0,Debit Card,50.0
25,F,Hat,Accessories,56,Alabama,M,4.6,No,0,Credit Card,0.0
61,F,Gloves,Accessories,25,Maryland,M,3.8,Yes,0,Cash,10.0
53,M,Sneakers,Footwear,67,West Virginia,L,2.9,No,0,Bank Transfer,0.0
22,M,Shoes,Footwear,21,Kentucky,M,2.8,No,0,Credit Card,0.0
28,F,Hoodie,Clothing,27,Kansas,XL,3.0,Yes,0,Bank Transfer,10.0
18,F,Sneakers,Footwear,97,Idaho,S,4.2,No,8,Credit Card,0.0
44,F,Handbag,Accessories,45,Ohio,S,4.1,Yes,0,Credit Card,10.0
32,M,Blouse,Clothing,63,Iowa,XL,4.1,Yes,0,Debit Card,50.0
34,M,Belt,Accessories,100,Michigan,L,4.6,No,0,Credit,0.0
67,F,Socks,Clothing,38,South Dakota,L,2.5,No,0,Debit Card,0.0
66,M,Blouse,Clothing,45,Nebraska,L,3.0,Yes,0,Debit Card,10.0
28,M,Jewelry,Accessories,91,California,M,3.8,No,50,Cash,0.0
70,F,Shorts,Clothing,82,Nevada,M,4.1,No,47,Debit Card,0.0
37,U,Boots,Footwear,48,Kansas,L,3.3,Yes,23,Debit Card,10.0
28,F,Coat,Outerwear,30,Ohio,M,5.0,No,0,Credit Card,0.0
37,F,Sweater,Clothing,68,Georgia,L,3.3,No,16,Debit Card,0.0
54,M,Sunglasses,Accessories,95,Maryland,M,5.0,No,0,Debit Card,0.0
50,F,Hat,Accessories,22,Connecticut,L,2.9,No,0,Credit,0.0
46,F,Gloves,Accessories,88,Washington,M,2.5,Yes,0,Debit Card,10.0
60,F,Socks,Clothing,83,California,M,4.7,No,0,Bank Transfer,0.0
40,F,Handbag,Accessories,87,Montana,L,2.9,No,0,Cash,0.0
64,F,Coat,Outerwear,57,Idaho,M,3.7,No,0,Credit Card,0.0
18,M,Coat,Outerwear,88,Pennsylvania,XL,4.4,No,0,Credit Card,0.0
36,F,Belt,Accessories,39,Montana,L,3.6,No,38,Debit Card,0.0
51,F,Sunglasses,Accessories,71,New Jersey,S,4.8,Yes,0,Credit Card,10.0
26,M,Hoodie,Clothing,73,Louisiana,L,4.7,No,9,Debit Card,0.0
68,F,Handbag,Accessories,63,Maine,M,2.6,No,0,Cash,0.0
27,F,Gloves,Accessories,78,Florida,L,3.4,No,8,Cash,0.0
28,F,Skirt,Clothing,96,Missouri,L,3.5,No,0,Debit Card,0.0
49,M,Sunglasses,Accessories,81,North Dakota,M,3.4,No,22,Bank Transfer,0.0
70,F,Dress,Clothing,95,Connecticut,S,5.0,Yes,3,Bank Transfer,10.0
30,F,Gloves,Accessories,68,Virginia,M,4.6,No,0,Credit,0.0
27,F,Sneakers,Footwear,28,Montana,L,4.8,No,0,Bank Transfer,0.0
19,F,T-shirt,Clothing,30,Vermont,L,3.7,Yes,0,Cash,10.0
64,M,Dress,Clothing,31,Georgia,M,4.7,No,0,Bank Transfer,0.0
42,M,Handbag,Accessories,95,Virginia,XL,4.4,No,0,Bank Transfer,0.0
69,F,Socks,Clothing,79,Vermont,M,3.5,No,0,Debit Card,0.0
28,F,Sneakers,Footwear,39,Montana,L,3.8,Yes,0,Debit Card,50.0
